Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Study Time per Day (hrs),Material Name,Material Level,IQ of Student
Arya Kant,18,Other,India,Gujarat,Vadodara,Software Developer,Middle,12,2,History,14,3.1,E-Book,1,103
Yamini Sami,13,Other,India,Karnataka,Bangalore,Business Owner,Low,9,1,Mathematics,100,5.0,Video Lesson,2,82
Aadi Jha,17,Female,India,Tamil Nadu,Chennai,Government Employee,Low,5,5,Mathematics,18,0.6,Video Lesson,1,91
Amara Thakur,16,Other,India,West Bengal,Siliguri,Doctor,High,8,3,History,5,0.6,E-Book,3,103
Megha Kothari,13,Other,India,Uttar Pradesh,Varanasi,Farmer,Low,1,1,Mathematics,38,4.6,Video Lesson,2,94
Ayushman Arya,13,Other,India,Gujarat,Vadodara,Software Developer,High,1,5,Computer Science,51,2.2,Video Lesson,1,109
Sathvik Dua,15,Male,India,Rajasthan,Jaipur,Software Developer,Middle,4,3,English,96,4.6,Textbook,3,83
Bimala Lala,10,Other,India,Uttar Pradesh,Varanasi,Government Employee,High,1,4,Science,30,1.3,Interactive Quiz,3,135
Nirja Dhar,10,Other,India,West Bengal,Siliguri,Doctor,Middle,11,5,History,21,1.4,Textbook,3,95
Rajata Thaker,13,Female,India,West Bengal,Kolkata,Business Owner,Low,6,3,English,9,4.9,Textbook,3,112
Ikshita Doctor,12,Male,India,West Bengal,Siliguri,Doctor,Low,9,1,Science,59,2.4,Interactive Quiz,2,110
Sara Mander,13,Female,India,Rajasthan,Jaipur,Business Owner,High,5,3,Computer Science,93,1.9,Video Lesson,1,85
Amara Babu,16,Female,India,Rajasthan,Jodhpur,Teacher,Low,11,3,History,85,1.5,Textbook,2,138
Tanay Rana,10,Female,India,West Bengal,Siliguri,Business Owner,Low,4,3,History,30,3.2,E-Book,1,139
Vasatika Pau,17,Other,India,Rajasthan,Jodhpur,Teacher,Low,1,1,Mathematics,5,0.8,Video Lesson,1,98
Kashish Baral,18,Other,India,Uttar Pradesh,Varanasi,Business Owner,Low,12,3,History,87,3.2,E-Book,1,134
Xalak Bhakta,15,Female,India,West Bengal,Kolkata,Doctor,Middle,4,5,Science,8,1.8,Textbook,1,112
Logan Parsa,11,Female,India,Uttar Pradesh,Varanasi,Government Employee,Low,6,5,Science,22,1.9,Textbook,3,116
Bahadurjit Choudhary,16,Male,India,Gujarat,Ahmedabad,Business Owner,High,10,3,Mathematics,66,1.5,E-Book,2,94
Onveer Dayal,11,Female,India,Karnataka,Bangalore,Doctor,Middle,9,4,Mathematics,21,3.6,E-Book,1,129
Vidhi Srinivas,18,Female,India,Maharashtra,Mumbai,Engineer,Middle,12,1,Computer Science,27,3.1,E-Book,1,88
Gayathri Taneja,16,Male,India,Tamil Nadu,Madurai,Teacher,Low,8,4,Science,85,5.0,E-Book,2,85
Jalsa Mann,10,Male,India,Rajasthan,Jaipur,Government Employee,High,7,2,History,64,0.6,Textbook,1,137
Maya Chauhan,11,Female,India,Gujarat,Vadodara,Engineer,Low,8,5,History,99,4.5,Textbook,2,100
Krishna Purohit,12,Male,India,Tamil Nadu,Madurai,Engineer,High,2,2,English,32,1.6,Video Lesson,2,125
Diya Tata,16,Male,India,West Bengal,Asansol,Government Employee,High,10,1,History,31,1.1,E-Book,3,130
Sathvik Mitter,12,Female,India,West Bengal,Siliguri,Government Employee,High,1,2,History,48,3.7,Textbook,3,102
Zaitra Kade,14,Male,India,Uttar Pradesh,Lucknow,Business Owner,High,9,3,English,100,3.8,E-Book,2,102
Madhavi Rao,13,Female,India,West Bengal,Kolkata,Farmer,Middle,3,4,Mathematics,9,3.7,Video Lesson,3,137
Victor Narasimhan,15,Male,India,Tamil Nadu,Coimbatore,Engineer,Middle,7,5,Science,60,1.5,Interactive Quiz,2,84
Gabriel Kurian,15,Other,India,Uttar Pradesh,Lucknow,Farmer,Middle,9,1,Computer Science,84,2.7,Video Lesson,3,118
Varsha Mistry,12,Other,India,Maharashtra,Pune,Engineer,Middle,4,2,History,44,4.7,E-Book,1,121
Bachittar Dasgupta,17,Female,India,Tamil Nadu,Coimbatore,Business Owner,High,3,1,History,56,0.9,Textbook,3,89
Kiaan Swamy,15,Female,India,Rajasthan,Udaipur,Engineer,Middle,1,3,English,88,4.6,Video Lesson,2,101
Nitara Gole,13,Male,India,West Bengal,Kolkata,Government Employee,Middle,8,5,Mathematics,20,3.8,Interactive Quiz,1,102
Warhi Date,10,Other,India,Uttar Pradesh,Kanpur,Government Employee,Low,2,1,Computer Science,10,3.7,Textbook,3,113
Ikbal Sundaram,11,Female,India,West Bengal,Kolkata,Business Owner,High,12,1,History,65,3.8,E-Book,3,96
Warhi Goswami,17,Male,India,Karnataka,Mysore,Teacher,Low,3,1,History,3,4.9,Textbook,3,132
Lohit Jaggi,13,Other,India,Maharashtra,Pune,Government Employee,High,11,5,History,81,1.1,Textbook,1,136
Unni Panchal,13,Male,India,Maharashtra,Pune,Doctor,High,8,5,Computer Science,96,0.7,E-Book,3,126
Abeer Karpe,11,Other,India,Karnataka,Bangalore,Farmer,Middle,10,3,History,10,4.0,E-Book,1,127
William Chandra,11,Male,India,Uttar Pradesh,Kanpur,Farmer,High,2,2,Mathematics,43,1.6,E-Book,2,90
Nidra Pingle,13,Female,India,Maharashtra,Mumbai,Government Employee,Middle,7,3,Science,15,3.5,Interactive Quiz,1,113
Tanmayi Ghose,17,Other,India,Karnataka,Hubli,Software Developer,Middle,10,1,Science,15,2.5,Textbook,3,121
Odika Kala,13,Female,India,Karnataka,Bangalore,Government Employee,Low,5,5,History,78,2.7,Textbook,1,107
Harrison Singhal,15,Male,India,Maharashtra,Pune,Engineer,Low,12,4,Computer Science,17,1.6,E-Book,2,97
Laban Dora,12,Male,India,Karnataka,Mysore,Software Developer,High,5,3,Mathematics,50,4.4,Interactive Quiz,1,137
Meera Iyer,17,Female,India,Rajasthan,Jodhpur,Software Developer,Low,11,3,Science,93,4.0,Video Lesson,3,91
Damini Samra,18,Male,India,Gujarat,Surat,Business Owner,High,6,3,Mathematics,40,4.8,E-Book,1,115
Gabriel Kari,10,Other,India,Gujarat,Surat,Government Employee,High,4,4,Computer Science,4,4.6,E-Book,2,114
Banjeet Kibe,12,Male,India,West Bengal,Kolkata,Business Owner,High,6,3,Mathematics,33,4.9,Video Lesson,2,115
Yauvani Bhagat,11,Other,India,Uttar Pradesh,Kanpur,Farmer,Middle,1,2,History,18,1.3,Video Lesson,1,139
Rohan Basak,15,Other,India,Gujarat,Surat,Doctor,Middle,8,4,Mathematics,96,3.9,E-Book,2,99
Aadi Samra,18,Female,India,Rajasthan,Jaipur,Software Developer,High,5,2,English,55,4.7,Textbook,1,120
Faras Acharya,12,Other,India,Maharashtra,Mumbai,Doctor,High,8,1,Mathematics,15,1.5,E-Book,3,85
Pranit Ram,18,Male,India,Rajasthan,Jodhpur,Doctor,Middle,4,1,History,42,2.1,Interactive Quiz,1,97
Kala Kurian,16,Other,India,Maharashtra,Nagpur,Teacher,Middle,12,4,History,16,4.7,Video Lesson,1,99
Alka Upadhyay,10,Other,India,Maharashtra,Pune,Government Employee,Middle,2,4,Science,61,4.1,Video Lesson,3,125
Balhaar Boase,11,Male,India,Gujarat,Surat,Doctor,Low,12,5,Computer Science,99,4.8,Textbook,2,106
Raagini Oommen,14,Female,India,Tamil Nadu,Coimbatore,Farmer,High,8,1,Mathematics,87,4.2,Video Lesson,3,110
Lakshmi Kaul,17,Female,India,West Bengal,Siliguri,Software Developer,Low,7,2,Computer Science,57,4.3,E-Book,3,88
Damini Nanda,15,Other,India,Karnataka,Hubli,Teacher,High,1,5,Computer Science,90,1.1,Video Lesson,1,121
Hredhaan Krishnan,16,Female,India,Rajasthan,Udaipur,Teacher,Low,7,5,Mathematics,18,4.2,E-Book,1,129
Shivansh Dada,14,Female,India,Maharashtra,Pune,Doctor,Middle,8,3,History,69,3.1,Interactive Quiz,3,89
Ishani Om,13,Female,India,Rajasthan,Udaipur,Farmer,Middle,9,3,Computer Science,69,4.0,Video Lesson,1,132
Ati Ramaswamy,16,Female,India,Tamil Nadu,Chennai,Business Owner,High,11,5,Science,3,3.1,Video Lesson,3,96
Lucky Maharaj,10,Male,India,Rajasthan,Jaipur,Government Employee,Low,10,4,Science,39,1.0,Interactive Quiz,3,115
Mekhala Mallick,13,Other,India,West Bengal,Asansol,Business Owner,Low,1,3,Mathematics,28,1.9,E-Book,3,122
Elijah Kuruvilla,11,Male,India,Tamil Nadu,Coimbatore,Government Employee,Low,12,4,Science,63,1.5,E-Book,3,102
Udyati Butala,15,Female,India,Maharashtra,Pune,Business Owner,Middle,5,2,History,67,3.8,Textbook,1,98
Prisha Chokshi,18,Male,India,Gujarat,Ahmedabad,Doctor,Low,6,2,English,39,2.8,Video Lesson,1,108
Vamakshi Doctor,10,Other,India,Maharashtra,Nagpur,Farmer,Low,4,5,Computer Science,87,2.1,Video Lesson,2,82
Netra Ram,17,Female,India,Rajasthan,Jodhpur,Business Owner,High,3,2,History,49,0.7,Textbook,1,138
Harita Mitra,17,Other,India,Tamil Nadu,Chennai,Doctor,Low,8,3,History,78,1.0,Video Lesson,2,86
Oni Shere,18,Other,India,Uttar Pradesh,Lucknow,Government Employee,Low,9,5,Mathematics,62,4.1,E-Book,3,107
Osha Nori,16,Other,India,West Bengal,Siliguri,Doctor,Middle,12,2,Science,87,1.2,Textbook,3,117
Aarini Maharaj,15,Male,India,Gujarat,Surat,Farmer,Low,9,5,Computer Science,63,1.5,E-Book,2,119
Veda Manne,10,Female,India,Tamil Nadu,Madurai,Software Developer,Middle,8,4,Computer Science,70,3.7,Interactive Quiz,2,130
Azad Prakash,16,Male,India,Uttar Pradesh,Lucknow,Engineer,Low,2,5,Computer Science,55,3.8,Textbook,3,119
Udant Amble,15,Female,India,Uttar Pradesh,Kanpur,Farmer,Low,9,5,Mathematics,27,3.6,E-Book,3,121
Ekaraj Nagar,16,Other,India,Karnataka,Hubli,Engineer,High,3,3,Science,53,0.9,Textbook,2,112
Advay Thaker,16,Other,India,Karnataka,Mysore,Farmer,Low,1,1,Computer Science,75,3.6,Video Lesson,3,80
Anamika Iyengar,13,Female,India,Karnataka,Mysore,Farmer,Middle,4,1,English,45,4.5,Interactive Quiz,3,96
Xiti Borde,16,Female,India,Uttar Pradesh,Kanpur,Business Owner,Low,12,1,English,38,4.4,Textbook,2,103
Balvan Rau,16,Female,India,West Bengal,Kolkata,Business Owner,Low,8,3,Mathematics,46,1.4,Interactive Quiz,3,83
Atharv Dixit,17,Female,India,Gujarat,Ahmedabad,Business Owner,Middle,5,2,English,95,1.1,E-Book,2,97
Warhi Dube,17,Male,India,Gujarat,Surat,Government Employee,Middle,12,4,Computer Science,73,0.6,Video Lesson,3,113
Prisha Yohannan,18,Male,India,Maharashtra,Pune,Engineer,High,12,3,English,56,0.9,Textbook,3,99
Hemang Sandhu,10,Male,India,Tamil Nadu,Chennai,Farmer,Low,4,4,Science,52,2.6,Interactive Quiz,3,101
Janya Kumar,11,Other,India,Maharashtra,Pune,Business Owner,Low,7,2,Mathematics,46,0.8,Interactive Quiz,2,112
Upadhriti Mahajan,18,Male,India,Uttar Pradesh,Kanpur,Teacher,High,8,3,History,70,4.9,E-Book,1,90
Megha Ghose,12,Other,India,West Bengal,Siliguri,Teacher,Middle,4,4,History,55,2.9,Video Lesson,2,105
Dipta Shah,12,Female,India,West Bengal,Siliguri,Engineer,High,4,4,English,85,2.7,Textbook,1,128
Warda Toor,12,Female,India,Gujarat,Vadodara,Teacher,Low,1,4,Computer Science,72,2.2,Textbook,1,98
Rajeshri Chad,18,Male,India,Uttar Pradesh,Lucknow,Business Owner,Low,5,2,Science,20,0.6,Interactive Quiz,3,101
Ikbal Dhingra,11,Other,India,Rajasthan,Jodhpur,Government Employee,Middle,12,2,English,10,1.3,E-Book,1,108
Jairaj Divan,11,Other,India,Maharashtra,Nagpur,Engineer,Low,11,5,Computer Science,73,2.8,Interactive Quiz,1,110
Jason Dugar,10,Other,India,Tamil Nadu,Chennai,Farmer,High,2,5,Science,66,3.5,Video Lesson,2,123
Upkaar Amble,12,Other,India,Tamil Nadu,Coimbatore,Software Developer,Middle,2,3,English,71,4.3,Textbook,3,99
Nathaniel Srivastava,17,Male,India,Maharashtra,Pune,Business Owner,High,12,3,English,56,4.5,E-Book,1,92
Priya Kadakia,13,Female,India,Rajasthan,Udaipur,Doctor,Low,5,3,History,74,2.7,Textbook,1,87
Nilima Shanker,14,Male,India,Maharashtra,Pune,Software Developer,Low,7,3,History,68,2.3,Interactive Quiz,1,97
Ria Saini,13,Female,India,Uttar Pradesh,Varanasi,Government Employee,Low,10,1,History,49,2.0,Interactive Quiz,1,108
Madhavi Devan,11,Male,India,Gujarat,Surat,Farmer,Low,3,1,English,63,4.6,Video Lesson,3,84
Caleb Tailor,15,Female,India,Uttar Pradesh,Kanpur,Teacher,High,2,1,History,20,0.6,E-Book,3,120
Omisha Shroff,16,Male,India,Tamil Nadu,Coimbatore,Farmer,High,12,5,Mathematics,86,1.7,Interactive Quiz,3,137
Theodore Swaminathan,12,Male,India,Maharashtra,Pune,Business Owner,Middle,8,5,Science,89,1.9,Video Lesson,2,128
Arjun Kari,14,Other,India,Rajasthan,Jaipur,Government Employee,High,7,5,English,24,3.5,Interactive Quiz,3,108
Wishi Deshmukh,10,Other,India,Tamil Nadu,Chennai,Farmer,Middle,10,3,History,56,1.3,Interactive Quiz,3,95
Arunima Sawhney,13,Female,India,Tamil Nadu,Chennai,Engineer,Middle,8,4,English,11,2.7,Video Lesson,2,108
Bishakha Sibal,17,Other,India,West Bengal,Asansol,Software Developer,Middle,5,1,Computer Science,72,3.5,E-Book,2,94
Priya Kaur,16,Female,India,Gujarat,Vadodara,Teacher,Middle,1,5,English,12,1.3,Interactive Quiz,3,133
Abdul Puri,13,Male,India,Uttar Pradesh,Kanpur,Software Developer,Middle,4,3,History,50,3.3,Textbook,1,101
Prisha Modi,15,Male,India,Gujarat,Vadodara,Business Owner,Low,1,1,English,87,2.2,E-Book,2,92
Finn Nagy,10,Other,India,Uttar Pradesh,Varanasi,Farmer,Middle,6,5,Mathematics,58,3.2,E-Book,2,110
Ayush Suresh,10,Female,India,West Bengal,Asansol,Farmer,Low,7,3,History,64,3.6,Video Lesson,1,132
Prisha Rama,17,Female,India,West Bengal,Kolkata,Doctor,Middle,9,2,Mathematics,43,4.3,Video Lesson,2,125
Ishita Bhatnagar,17,Female,India,Tamil Nadu,Chennai,Teacher,Middle,6,1,Science,69,1.8,E-Book,2,104
Gautam Acharya,16,Other,India,Tamil Nadu,Madurai,Doctor,High,1,4,Computer Science,57,5.0,Interactive Quiz,1,136
Veda Bava,18,Male,India,Karnataka,Mysore,Engineer,High,4,5,History,39,4.0,Textbook,1,81
Ikbal Deshmukh,12,Male,India,Maharashtra,Pune,Engineer,High,1,5,History,60,2.7,Interactive Quiz,2,93
Wazir Ganesan,16,Male,India,Rajasthan,Jodhpur,Business Owner,Middle,2,1,Computer Science,17,3.6,Interactive Quiz,3,118
Mason Ghosh,14,Female,India,Maharashtra,Nagpur,Farmer,Low,11,5,Computer Science,7,2.2,Video Lesson,3,84
Bina Krishnan,12,Other,India,Rajasthan,Jodhpur,Software Developer,High,3,1,Mathematics,5,4.3,Textbook,3,95
Urmi Nigam,16,Female,India,Karnataka,Mysore,Government Employee,Low,10,1,English,19,1.3,Textbook,3,100
Waida Yadav,18,Male,India,Maharashtra,Nagpur,Business Owner,High,9,5,English,68,1.8,Interactive Quiz,2,127
Jeevika Deol,11,Female,India,Gujarat,Vadodara,Teacher,High,12,1,Computer Science,79,3.0,Interactive Quiz,2,122
Shravya Pal,15,Female,India,Tamil Nadu,Madurai,Doctor,High,8,5,Mathematics,8,1.8,Interactive Quiz,3,123
Neelima Saxena,15,Female,India,Maharashtra,Pune,Business Owner,High,3,3,English,34,4.5,Interactive Quiz,2,126
Abha Bahri,13,Other,India,Gujarat,Vadodara,Government Employee,High,7,3,History,50,3.3,Interactive Quiz,3,114
Varsha Nigam,13,Other,India,Gujarat,Vadodara,Doctor,Low,10,4,English,27,0.6,Video Lesson,3,87
Chanchal Bawa,11,Male,India,Rajasthan,Udaipur,Engineer,High,7,2,History,43,0.6,Interactive Quiz,3,139
Gautami Kulkarni,11,Other,India,Gujarat,Surat,Business Owner,Low,1,5,English,68,1.0,Video Lesson,3,95
Oviya Shenoy,17,Female,India,Tamil Nadu,Madurai,Government Employee,High,2,1,History,95,0.7,E-Book,3,120
Lila Anand,16,Other,India,Gujarat,Ahmedabad,Business Owner,High,1,1,Mathematics,35,3.2,Textbook,2,87
Barkha Venkataraman,10,Male,India,Uttar Pradesh,Varanasi,Business Owner,Middle,12,2,History,18,3.7,E-Book,3,129
Kevin Sani,12,Female,India,Rajasthan,Udaipur,Farmer,Middle,10,3,English,70,1.9,Textbook,2,134
Dalbir Kala,17,Female,India,Tamil Nadu,Coimbatore,Farmer,Middle,12,4,History,7,0.8,Interactive Quiz,2,110
Kritika Gokhale,11,Male,India,Gujarat,Ahmedabad,Engineer,Low,1,5,English,78,2.0,Video Lesson,1,95
Girish Mani,10,Female,India,West Bengal,Siliguri,Government Employee,Middle,4,3,History,98,3.3,Textbook,1,80
Anya Ben,17,Female,India,Karnataka,Bangalore,Business Owner,High,8,1,History,9,2.2,Textbook,2,102
Pooja Kaur,18,Male,India,Tamil Nadu,Coimbatore,Teacher,High,8,3,Mathematics,29,2.9,Video Lesson,3,133
Panini Devan,15,Male,India,Rajasthan,Jaipur,Engineer,Low,4,2,Mathematics,8,1.6,Video Lesson,1,120
Oni Tiwari,13,Male,India,Tamil Nadu,Coimbatore,Doctor,Middle,8,5,Mathematics,82,4.0,Interactive Quiz,3,123
Sanaya Konda,13,Other,India,Maharashtra,Mumbai,Software Developer,Low,1,5,Science,62,4.9,Textbook,3,123
Chasmum Bedi,13,Other,India,Karnataka,Bangalore,Government Employee,Low,6,1,Computer Science,76,2.4,Video Lesson,1,98
Noah Devan,13,Female,India,Rajasthan,Jodhpur,Software Developer,High,10,3,History,56,1.4,Textbook,3,87
Ethan Bhargava,10,Male,India,Rajasthan,Jodhpur,Business Owner,High,4,2,Computer Science,17,1.6,E-Book,1,81
Neelima Mutti,13,Other,India,Karnataka,Hubli,Business Owner,Middle,11,5,Mathematics,34,1.1,E-Book,2,103
Maanas Kumer,13,Female,India,Uttar Pradesh,Kanpur,Teacher,Low,4,2,Science,43,2.6,Interactive Quiz,2,105
Dhruv Yogi,13,Female,India,Rajasthan,Jodhpur,Business Owner,Low,5,4,Mathematics,31,3.9,Interactive Quiz,1,110
Pallavi Natarajan,15,Male,India,Gujarat,Surat,Doctor,Low,7,1,Science,44,1.4,E-Book,1,139
Upkaar Balan,10,Female,India,West Bengal,Kolkata,Farmer,Low,6,3,Mathematics,18,0.8,Video Lesson,3,101
Liam Nadkarni,15,Female,India,Uttar Pradesh,Kanpur,Government Employee,Middle,12,5,History,59,2.2,E-Book,2,135
Omisha Parmer,12,Female,India,Uttar Pradesh,Kanpur,Software Developer,High,8,4,Computer Science,0,1.5,Interactive Quiz,2,122
Vrishti Chawla,14,Male,India,Gujarat,Vadodara,Software Developer,Middle,10,3,Mathematics,81,1.3,Video Lesson,3,87
Yashasvi Baria,17,Female,India,West Bengal,Siliguri,Government Employee,Middle,3,3,Science,19,4.8,Textbook,1,123
Barkha Dalal,11,Female,India,Maharashtra,Mumbai,Farmer,Low,9,4,Mathematics,12,1.3,Textbook,2,91
Ekbal Verma,10,Female,India,Rajasthan,Jodhpur,Business Owner,High,10,3,English,24,3.1,Interactive Quiz,2,96
Baljiwan Mander,11,Male,India,Uttar Pradesh,Varanasi,Engineer,Middle,3,2,Computer Science,22,2.6,E-Book,2,97
Omaja Doctor,17,Male,India,Maharashtra,Mumbai,Business Owner,Low,4,3,History,28,1.5,Textbook,1,135
Manan Bakshi,17,Male,India,West Bengal,Kolkata,Teacher,Low,10,3,History,56,0.7,Video Lesson,2,115
Atharv Narayanan,14,Other,India,Maharashtra,Pune,Business Owner,Low,11,4,English,55,3.9,E-Book,2,125
Tanveer De,16,Male,India,Rajasthan,Jaipur,Government Employee,Middle,5,1,History,34,2.3,E-Book,2,94
Abeer Sandal,16,Other,India,Rajasthan,Jaipur,Teacher,High,2,4,History,48,3.9,Video Lesson,1,87
Chameli Gole,16,Male,India,Karnataka,Hubli,Farmer,High,10,5,Computer Science,61,3.5,Interactive Quiz,1,84
Bhavika Saxena,13,Other,India,Gujarat,Vadodara,Software Developer,High,6,5,Science,49,2.9,E-Book,3,122
Arjun Srivastava,18,Male,India,West Bengal,Siliguri,Teacher,High,1,5,Science,61,2.1,Textbook,2,112
Aarush Bhatti,13,Male,India,Maharashtra,Mumbai,Engineer,High,6,3,Mathematics,85,3.2,Video Lesson,2,105
Ekapad Kale,10,Female,India,West Bengal,Kolkata,Business Owner,High,12,3,History,91,4.9,Textbook,3,140
Indali Devi,17,Male,India,West Bengal,Siliguri,Teacher,Middle,6,3,Science,89,3.5,Video Lesson,2,90
Arjun Dewan,12,Other,India,West Bengal,Asansol,Engineer,Low,3,5,Science,3,2.9,Textbook,3,104
Vedant Issac,16,Female,India,Tamil Nadu,Madurai,Engineer,Middle,11,5,English,45,4.2,E-Book,2,139
Kala Kibe,18,Other,India,Rajasthan,Jodhpur,Farmer,Middle,11,3,History,23,4.3,Textbook,3,102
Krish Sodhi,15,Female,India,Tamil Nadu,Coimbatore,Software Developer,High,6,1,History,66,1.4,Video Lesson,3,87
Indira Sarkar,16,Other,India,Rajasthan,Jodhpur,Doctor,High,9,2,Mathematics,57,3.4,Video Lesson,1,105
Farhan Salvi,15,Other,India,Rajasthan,Jodhpur,Business Owner,Middle,10,4,Computer Science,56,3.9,Interactive Quiz,1,126
Pranav Chopra,10,Female,India,Uttar Pradesh,Kanpur,Engineer,Low,2,2,Science,41,4.0,Interactive Quiz,3,118
Yashawini Soman,18,Other,India,Maharashtra,Mumbai,Business Owner,Low,3,5,Science,27,3.6,E-Book,2,125
Dakshesh Sharaf,10,Female,India,Uttar Pradesh,Kanpur,Software Developer,High,6,5,Science,83,2.0,Video Lesson,1,115
Ekaraj Issac,11,Male,India,Karnataka,Bangalore,Software Developer,Low,2,3,Mathematics,73,2.6,Video Lesson,1,96
Shaurya Ratti,10,Female,India,Gujarat,Surat,Farmer,High,3,1,Mathematics,38,0.6,Video Lesson,1,113
Elijah Tank,12,Other,India,Uttar Pradesh,Varanasi,Business Owner,High,3,2,English,53,4.3,Textbook,3,81
Daniel Choudhry,16,Female,India,Gujarat,Surat,Software Developer,High,5,3,Science,26,2.8,Textbook,2,83
Tanvi Samra,16,Male,India,Rajasthan,Jaipur,Farmer,Middle,5,5,Computer Science,15,3.9,Video Lesson,3,94
Darika Ravel,16,Female,India,West Bengal,Asansol,Farmer,Low,2,3,Mathematics,12,3.8,Interactive Quiz,3,81
Nihal Chowdhury,16,Other,India,Gujarat,Ahmedabad,Teacher,High,12,5,Science,85,3.3,Video Lesson,2,97
Bina Tailor,14,Female,India,Tamil Nadu,Coimbatore,Doctor,Low,8,4,Mathematics,12,4.8,E-Book,2,95
Ati Tak,10,Female,India,Karnataka,Hubli,Business Owner,Low,4,4,English,77,2.5,E-Book,1,121
Ishwar Edwin,15,Other,India,Gujarat,Vadodara,Doctor,Low,9,4,History,85,4.2,Interactive Quiz,1,80
Quincy Dyal,16,Female,India,Tamil Nadu,Coimbatore,Government Employee,Middle,4,1,Computer Science,52,1.2,Textbook,2,137
Kritika Wagle,12,Other,India,Karnataka,Mysore,Software Developer,High,2,1,Computer Science,72,3.7,Textbook,1,84
Manya Saini,18,Female,India,Gujarat,Surat,Doctor,Low,9,2,Science,92,4.9,Video Lesson,2,125
Ekaja Banerjee,12,Male,India,Rajasthan,Udaipur,Teacher,Low,5,1,Computer Science,48,3.4,Video Lesson,2,107
Radhika Bail,14,Male,India,West Bengal,Asansol,Software Developer,Low,12,4,English,74,1.1,Interactive Quiz,3,138
Urvashi Ray,13,Female,India,Rajasthan,Udaipur,Farmer,Middle,7,3,Science,99,2.9,Interactive Quiz,1,100
Maanas Aggarwal,14,Male,India,Uttar Pradesh,Kanpur,Government Employee,High,12,2,Science,31,4.5,Textbook,3,97
Christopher Sawhney,10,Male,India,Tamil Nadu,Chennai,Software Developer,Middle,6,4,Computer Science,36,1.6,E-Book,2,107
Brijesh Srinivas,14,Female,India,Gujarat,Vadodara,Teacher,Low,9,4,History,21,3.9,Interactive Quiz,1,92
Rachita Borah,12,Male,India,Tamil Nadu,Madurai,Doctor,Middle,8,1,History,36,2.3,Video Lesson,2,111
Om Shanker,15,Other,India,Uttar Pradesh,Lucknow,Government Employee,High,2,2,English,77,1.6,E-Book,3,88
Umang Mahal,12,Male,India,Uttar Pradesh,Kanpur,Farmer,Middle,7,5,History,4,0.8,Video Lesson,1,128
Faqid Sampath,17,Other,India,Gujarat,Ahmedabad,Government Employee,High,9,1,Mathematics,62,2.0,Textbook,3,93
Kabir Gole,16,Female,India,West Bengal,Siliguri,Doctor,Low,8,2,History,91,0.7,Interactive Quiz,1,119
Ranveer Hora,16,Other,India,Rajasthan,Jaipur,Teacher,Middle,8,3,Computer Science,43,4.0,Interactive Quiz,1,105
Gaurang Bhandari,10,Male,India,Gujarat,Vadodara,Farmer,Low,5,5,Computer Science,99,3.6,Interactive Quiz,3,116
Vansha Mitra,12,Female,India,Karnataka,Hubli,Doctor,Low,7,2,Mathematics,16,0.5,E-Book,1,93
Urishilla Bandi,18,Other,India,Tamil Nadu,Chennai,Government Employee,Low,12,3,English,97,4.9,Interactive Quiz,2,88
Chameli Khare,12,Male,India,Gujarat,Ahmedabad,Business Owner,High,2,5,Mathematics,82,2.6,Textbook,1,116
